session_id,run_log_file,run_started_at_utc,run_completed_at_utc,configuration_id,run_id,ablation_mode,p,gamma,delay_s,packet_loss_rate,pose_rmse_m,map_alignment_rmse_m,fusion_time_s,theta_mean,theta_std
springer_revision_full_20260530,run_logs/20260530T210622619Z_baseline-graph-slam_p1_g0p25_d0p5_loss0p1_run01.csv,2026-05-30T21:06:22.619Z,2026-05-30T21:06:22.620Z,baseline-graph-slam_p1_g0p25_d0p5_loss0p1,1,baseline_graph_slam,1.000000,0.250000,0.500000,0.100000,0.657871,0.457479,1.170697,0.606033,0.048933
springer_revision_full_20260530,run_logs/20260530T210622620Z_baseline-graph-slam_p1_g0p25_d0p5_loss0p1_run02.csv,2026-05-30T21:06:22.620Z,2026-05-30T21:06:22.620Z,baseline-graph-slam_p1_g0p25_d0p5_loss0p1,2,baseline_graph_slam,1.000000,0.250000,0.500000,0.100000,0.648380,0.445158,1.152241,0.592391,0.048498
springer_revision_full_20260530,run_logs/20260530T210622620Z_baseline-graph-slam_p1_g0p25_d0p5_loss0p1_run03.csv,2026-05-30T21:06:22.620Z,2026-05-30T21:06:22.621Z,baseline-graph-slam_p1_g0p25_d0p5_loss0p1,3,baseline_graph_slam,1.000000,0.250000,0.500000,0.100000,0.654351,0.432748,1.144352,0.595696,0.048759
springer_revision_full_20260530,run_logs/20260530T210622621Z_baseline-graph-slam_p1_g0p25_d0p5_loss0p1_run04.csv,2026-05-30T21:06:22.621Z,2026-05-30T21:06:22.621Z,baseline-graph-slam_p1_g0p25_d0p5_loss0p1,4,baseline_graph_slam,1.000000,0.250000,0.500000,0.100000,0.683153,0.452085,1.168376,0.574032,0.065041
springer_revision_full_20260530,run_logs/20260530T210622621Z_baseline-graph-slam_p1_g0p25_d0p5_loss0p1_run05.csv,2026-05-30T21:06:22.621Z,2026-05-30T21:06:22.622Z,baseline-graph-slam_p1_g0p25_d0p5_loss0p1,5,baseline_graph_slam,1.000000,0.250000,0.500000,0.100000,0.628408,0.444913,1.153130,0.578019,0.047309
springer_revision_full_20260530,run_logs/20260530T210622622Z_baseline-graph-slam_p1_g0p25_d0p5_loss0p3_run01.csv,2026-05-30T21:06:22.622Z,2026-05-30T21:06:22.622Z,baseline-graph-slam_p1_g0p25_d0p5_loss0p3,1,baseline_graph_slam,1.000000,0.250000,0.500000,0.300000,0.815725,0.575890,1.347989,0.513159,0.046114
springer_revision_full_20260530,run_logs/20260530T210622622Z_baseline-graph-slam_p1_g0p25_d0p5_loss0p3_run02.csv,2026-05-30T21:06:22.622Z,2026-05-30T21:06:22.623Z,baseline-graph-slam_p1_g0p25_d0p5_loss0p3,2,baseline_graph_slam,1.000000,0.250000,0.500000,0.300000,0.838309,0.577623,1.330827,0.501678,0.050865
springer_revision_full_20260530,run_logs/20260530T210622623Z_baseline-graph-slam_p1_g0p25_d0p5_loss0p3_run03.csv,2026-05-30T21:06:22.623Z,2026-05-30T21:06:22.623Z,baseline-graph-slam_p1_g0p25_d0p5_loss0p3,3,baseline_graph_slam,1.000000,0.250000,0.500000,0.300000,0.827882,0.539807,1.344526,0.487481,0.044143
springer_revision_full_20260530,run_logs/20260530T210622623Z_baseline-graph-slam_p1_g0p25_d0p5_loss0p3_run04.csv,2026-05-30T21:06:22.623Z,2026-05-30T21:06:22.624Z,baseline-graph-slam_p1_g0p25_d0p5_loss0p3,4,baseline_graph_slam,1.000000,0.250000,0.500000,0.300000,0.823468,0.573025,1.309198,0.483580,0.052160
springer_revision_full_20260530,run_logs/20260530T210622624Z_baseline-graph-slam_p1_g0p25_d0p5_loss0p3_run05.csv,2026-05-30T21:06:22.624Z,2026-05-30T21:06:22.624Z,baseline-graph-slam_p1_g0p25_d0p5_loss0p3,5,baseline_graph_slam,1.000000,0.250000,0.500000,0.300000,0.811588,0.564549,1.335146,0.479627,0.049321
springer_revision_full_20260530,run_logs/20260530T210622624Z_baseline-graph-slam_p1_g0p25_d2_loss0p1_run01.csv,2026-05-30T21:06:22.624Z,2026-05-30T21:06:22.625Z,baseline-graph-slam_p1_g0p25_d2_loss0p1,1,baseline_graph_slam,1.000000,0.250000,2.000000,0.100000,0.847735,0.543553,1.686707,0.337764,0.036585
springer_revision_full_20260530,run_logs/20260530T210622625Z_baseline-graph-slam_p1_g0p25_d2_loss0p1_run02.csv,2026-05-30T21:06:22.625Z,2026-05-30T21:06:22.626Z,baseline-graph-slam_p1_g0p25_d2_loss0p1,2,baseline_graph_slam,1.000000,0.250000,2.000000,0.100000,0.846329,0.546093,1.656687,0.339067,0.033196
springer_revision_full_20260530,run_logs/20260530T210622626Z_baseline-graph-slam_p1_g0p25_d2_loss0p1_run03.csv,2026-05-30T21:06:22.626Z,2026-05-30T21:06:22.626Z,baseline-graph-slam_p1_g0p25_d2_loss0p1,3,baseline_graph_slam,1.000000,0.250000,2.000000,0.100000,0.839200,0.566258,1.712039,0.331152,0.034871
springer_revision_full_20260530,run_logs/20260530T210622627Z_baseline-graph-slam_p1_g0p25_d2_loss0p1_run04.csv,2026-05-30T21:06:22.627Z,2026-05-30T21:06:22.627Z,baseline-graph-slam_p1_g0p25_d2_loss0p1,4,baseline_graph_slam,1.000000,0.250000,2.000000,0.100000,0.837307,0.555935,1.682861,0.320877,0.029843
springer_revision_full_20260530,run_logs/20260530T210622627Z_baseline-graph-slam_p1_g0p25_d2_loss0p1_run05.csv,2026-05-30T21:06:22.627Z,2026-05-30T21:06:22.627Z,baseline-graph-slam_p1_g0p25_d2_loss0p1,5,baseline_graph_slam,1.000000,0.250000,2.000000,0.100000,0.808741,0.584454,1.696499,0.315572,0.033656
springer_revision_full_20260530,run_logs/20260530T210622628Z_baseline-graph-slam_p1_g0p25_d2_loss0p3_run01.csv,2026-05-30T21:06:22.628Z,2026-05-30T21:06:22.628Z,baseline-graph-slam_p1_g0p25_d2_loss0p3,1,baseline_graph_slam,1.000000,0.250000,2.000000,0.300000,0.997982,0.696741,1.890931,0.280066,0.035930
springer_revision_full_20260530,run_logs/20260530T210622628Z_baseline-graph-slam_p1_g0p25_d2_loss0p3_run02.csv,2026-05-30T21:06:22.628Z,2026-05-30T21:06:22.628Z,baseline-graph-slam_p1_g0p25_d2_loss0p3,2,baseline_graph_slam,1.000000,0.250000,2.000000,0.300000,1.010943,0.681470,1.913073,0.265502,0.033633
springer_revision_full_20260530,run_logs/20260530T210622628Z_baseline-graph-slam_p1_g0p25_d2_loss0p3_run03.csv,2026-05-30T21:06:22.628Z,2026-05-30T21:06:22.629Z,baseline-graph-slam_p1_g0p25_d2_loss0p3,3,baseline_graph_slam,1.000000,0.250000,2.000000,0.300000,0.985427,0.690731,1.907845,0.266998,0.037772
springer_revision_full_20260530,run_logs/20260530T210622629Z_baseline-graph-slam_p1_g0p25_d2_loss0p3_run04.csv,2026-05-30T21:06:22.629Z,2026-05-30T21:06:22.629Z,baseline-graph-slam_p1_g0p25_d2_loss0p3,4,baseline_graph_slam,1.000000,0.250000,2.000000,0.300000,0.972840,0.677480,1.921007,0.262592,0.037663
springer_revision_full_20260530,run_logs/20260530T210622629Z_baseline-graph-slam_p1_g0p25_d2_loss0p3_run05.csv,2026-05-30T21:06:22.629Z,2026-05-30T21:06:22.630Z,baseline-graph-slam_p1_g0p25_d2_loss0p3,5,baseline_graph_slam,1.000000,0.250000,2.000000,0.300000,0.986559,0.671998,1.894068,0.253114,0.037398
springer_revision_full_20260530,run_logs/20260530T210622630Z_baseline-graph-slam_p1_g0p5_d0p5_loss0p1_run01.csv,2026-05-30T21:06:22.630Z,2026-05-30T21:06:22.630Z,baseline-graph-slam_p1_g0p5_d0p5_loss0p1,1,baseline_graph_slam,1.000000,0.500000,0.500000,0.100000,0.654795,0.441304,1.180090,0.531373,0.049294
springer_revision_full_20260530,run_logs/20260530T210622630Z_baseline-graph-slam_p1_g0p5_d0p5_loss0p1_run02.csv,2026-05-30T21:06:22.630Z,2026-05-30T21:06:22.631Z,baseline-graph-slam_p1_g0p5_d0p5_loss0p1,2,baseline_graph_slam,1.000000,0.500000,0.500000,0.100000,0.645651,0.427123,1.177835,0.525217,0.044987
springer_revision_full_20260530,run_logs/20260530T210622631Z_baseline-graph-slam_p1_g0p5_d0p5_loss0p1_run03.csv,2026-05-30T21:06:22.631Z,2026-05-30T21:06:22.631Z,baseline-graph-slam_p1_g0p5_d0p5_loss0p1,3,baseline_graph_slam,1.000000,0.500000,0.500000,0.100000,0.661938,0.423186,1.140856,0.521356,0.045233
springer_revision_full_20260530,run_logs/20260530T210622631Z_baseline-graph-slam_p1_g0p5_d0p5_loss0p1_run04.csv,2026-05-30T21:06:22.631Z,2026-05-30T21:06:22.631Z,baseline-graph-slam_p1_g0p5_d0p5_loss0p1,4,baseline_graph_slam,1.000000,0.500000,0.500000,0.100000,0.652331,0.431037,1.194024,0.502443,0.049497
springer_revision_full_20260530,run_logs/20260530T210622632Z_baseline-graph-slam_p1_g0p5_d0p5_loss0p1_run05.csv,2026-05-30T21:06:22.632Z,2026-05-30T21:06:22.632Z,baseline-graph-slam_p1_g0p5_d0p5_loss0p1,5,baseline_graph_slam,1.000000,0.500000,0.500000,0.100000,0.679756,0.445338,1.158753,0.505257,0.051612
springer_revision_full_20260530,run_logs/20260530T210622632Z_baseline-graph-slam_p1_g0p5_d0p5_loss0p3_run01.csv,2026-05-30T21:06:22.632Z,2026-05-30T21:06:22.632Z,baseline-graph-slam_p1_g0p5_d0p5_loss0p3,1,baseline_graph_slam,1.000000,0.500000,0.500000,0.300000,0.838784,0.575527,1.337083,0.447372,0.048424
springer_revision_full_20260530,run_logs/20260530T210622633Z_baseline-graph-slam_p1_g0p5_d0p5_loss0p3_run02.csv,2026-05-30T21:06:22.633Z,2026-05-30T21:06:22.633Z,baseline-graph-slam_p1_g0p5_d0p5_loss0p3,2,baseline_graph_slam,1.000000,0.500000,0.500000,0.300000,0.813740,0.569758,1.335524,0.442594,0.045918
springer_revision_full_20260530,run_logs/20260530T210622633Z_baseline-graph-slam_p1_g0p5_d0p5_loss0p3_run03.csv,2026-05-30T21:06:22.633Z,2026-05-30T21:06:22.633Z,baseline-graph-slam_p1_g0p5_d0p5_loss0p3,3,baseline_graph_slam,1.000000,0.500000,0.500000,0.300000,0.840415,0.564796,1.370088,0.424377,0.044589
springer_revision_full_20260530,run_logs/20260530T210622633Z_baseline-graph-slam_p1_g0p5_d0p5_loss0p3_run04.csv,2026-05-30T21:06:22.633Z,2026-05-30T21:06:22.634Z,baseline-graph-slam_p1_g0p5_d0p5_loss0p3,4,baseline_graph_slam,1.000000,0.500000,0.500000,0.300000,0.814847,0.538076,1.367511,0.430932,0.048075
springer_revision_full_20260530,run_logs/20260530T210622634Z_baseline-graph-slam_p1_g0p5_d0p5_loss0p3_run05.csv,2026-05-30T21:06:22.634Z,2026-05-30T21:06:22.634Z,baseline-graph-slam_p1_g0p5_d0p5_loss0p3,5,baseline_graph_slam,1.000000,0.500000,0.500000,0.300000,0.808863,0.554356,1.352374,0.415182,0.050153
springer_revision_full_20260530,run_logs/20260530T210622634Z_baseline-graph-slam_p1_g0p5_d2_loss0p1_run01.csv,2026-05-30T21:06:22.634Z,2026-05-30T21:06:22.635Z,baseline-graph-slam_p1_g0p5_d2_loss0p1,1,baseline_graph_slam,1.000000,0.500000,2.000000,0.100000,0.826505,0.552128,1.687960,0.208328,0.021370
springer_revision_full_20260530,run_logs/20260530T210622635Z_baseline-graph-slam_p1_g0p5_d2_loss0p1_run02.csv,2026-05-30T21:06:22.635Z,2026-05-30T21:06:22.635Z,baseline-graph-slam_p1_g0p5_d2_loss0p1,2,baseline_graph_slam,1.000000,0.500000,2.000000,0.100000,0.822969,0.544247,1.700311,0.201503,0.024266
springer_revision_full_20260530,run_logs/20260530T210622635Z_baseline-graph-slam_p1_g0p5_d2_loss0p1_run03.csv,2026-05-30T21:06:22.635Z,2026-05-30T21:06:22.636Z,baseline-graph-slam_p1_g0p5_d2_loss0p1,3,baseline_graph_slam,1.000000,0.500000,2.000000,0.100000,0.850172,0.555409,1.722385,0.198522,0.026796
springer_revision_full_20260530,run_logs/20260530T210622636Z_baseline-graph-slam_p1_g0p5_d2_loss0p1_run04.csv,2026-05-30T21:06:22.636Z,2026-05-30T21:06:22.636Z,baseline-graph-slam_p1_g0p5_d2_loss0p1,4,baseline_graph_slam,1.000000,0.500000,2.000000,0.100000,0.844713,0.537703,1.716436,0.197566,0.027931
springer_revision_full_20260530,run_logs/20260530T210622636Z_baseline-graph-slam_p1_g0p5_d2_loss0p1_run05.csv,2026-05-30T21:06:22.636Z,2026-05-30T21:06:22.637Z,baseline-graph-slam_p1_g0p5_d2_loss0p1,5,baseline_graph_slam,1.000000,0.500000,2.000000,0.100000,0.841002,0.567364,1.691476,0.193712,0.022826
springer_revision_full_20260530,run_logs/20260530T210622637Z_baseline-graph-slam_p1_g0p5_d2_loss0p3_run01.csv,2026-05-30T21:06:22.637Z,2026-05-30T21:06:22.637Z,baseline-graph-slam_p1_g0p5_d2_loss0p3,1,baseline_graph_slam,1.000000,0.500000,2.000000,0.300000,1.006956,0.705253,1.869323,0.169538,0.024587
springer_revision_full_20260530,run_logs/20260530T210622637Z_baseline-graph-slam_p1_g0p5_d2_loss0p3_run02.csv,2026-05-30T21:06:22.637Z,2026-05-30T21:06:22.638Z,baseline-graph-slam_p1_g0p5_d2_loss0p3,2,baseline_graph_slam,1.000000,0.500000,2.000000,0.300000,0.997479,0.682941,1.908984,0.164350,0.024012
springer_revision_full_20260530,run_logs/20260530T210622638Z_baseline-graph-slam_p1_g0p5_d2_loss0p3_run03.csv,2026-05-30T21:06:22.638Z,2026-05-30T21:06:22.638Z,baseline-graph-slam_p1_g0p5_d2_loss0p3,3,baseline_graph_slam,1.000000,0.500000,2.000000,0.300000,1.008121,0.694731,1.863874,0.161229,0.021626
springer_revision_full_20260530,run_logs/20260530T210622638Z_baseline-graph-slam_p1_g0p5_d2_loss0p3_run04.csv,2026-05-30T21:06:22.638Z,2026-05-30T21:06:22.638Z,baseline-graph-slam_p1_g0p5_d2_loss0p3,4,baseline_graph_slam,1.000000,0.500000,2.000000,0.300000,1.003711,0.672054,1.904575,0.156742,0.022940
springer_revision_full_20260530,run_logs/20260530T210622639Z_baseline-graph-slam_p1_g0p5_d2_loss0p3_run05.csv,2026-05-30T21:06:22.639Z,2026-05-30T21:06:22.639Z,baseline-graph-slam_p1_g0p5_d2_loss0p3,5,baseline_graph_slam,1.000000,0.500000,2.000000,0.300000,1.018698,0.677649,1.919860,0.153854,0.020897
springer_revision_full_20260530,run_logs/20260530T210622639Z_baseline-graph-slam_p1_g1_d0p5_loss0p1_run01.csv,2026-05-30T21:06:22.639Z,2026-05-30T21:06:22.639Z,baseline-graph-slam_p1_g1_d0p5_loss0p1,1,baseline_graph_slam,1.000000,1.000000,0.500000,0.100000,0.636415,0.440516,1.196502,0.412483,0.050994
springer_revision_full_20260530,run_logs/20260530T210622640Z_baseline-graph-slam_p1_g1_d0p5_loss0p1_run02.csv,2026-05-30T21:06:22.640Z,2026-05-30T21:06:22.640Z,baseline-graph-slam_p1_g1_d0p5_loss0p1,2,baseline_graph_slam,1.000000,1.000000,0.500000,0.100000,0.643757,0.444555,1.177601,0.413905,0.051178
springer_revision_full_20260530,run_logs/20260530T210622640Z_baseline-graph-slam_p1_g1_d0p5_loss0p1_run03.csv,2026-05-30T21:06:22.640Z,2026-05-30T21:06:22.640Z,baseline-graph-slam_p1_g1_d0p5_loss0p1,3,baseline_graph_slam,1.000000,1.000000,0.500000,0.100000,0.640679,0.456236,1.152096,0.404768,0.050298
springer_revision_full_20260530,run_logs/20260530T210622640Z_baseline-graph-slam_p1_g1_d0p5_loss0p1_run04.csv,2026-05-30T21:06:22.640Z,2026-05-30T21:06:22.641Z,baseline-graph-slam_p1_g1_d0p5_loss0p1,4,baseline_graph_slam,1.000000,1.000000,0.500000,0.100000,0.642975,0.427252,1.181878,0.396157,0.051021
springer_revision_full_20260530,run_logs/20260530T210622641Z_baseline-graph-slam_p1_g1_d0p5_loss0p1_run05.csv,2026-05-30T21:06:22.641Z,2026-05-30T21:06:22.641Z,baseline-graph-slam_p1_g1_d0p5_loss0p1,5,baseline_graph_slam,1.000000,1.000000,0.500000,0.100000,0.658173,0.453984,1.198492,0.391386,0.048246
springer_revision_full_20260530,run_logs/20260530T210622641Z_baseline-graph-slam_p1_g1_d0p5_loss0p3_run01.csv,2026-05-30T21:06:22.641Z,2026-05-30T21:06:22.642Z,baseline-graph-slam_p1_g1_d0p5_loss0p3,1,baseline_graph_slam,1.000000,1.000000,0.500000,0.300000,0.811198,0.565256,1.330992,0.345984,0.048768
springer_revision_full_20260530,run_logs/20260530T210622642Z_baseline-graph-slam_p1_g1_d0p5_loss0p3_run02.csv,2026-05-30T21:06:22.642Z,2026-05-30T21:06:22.642Z,baseline-graph-slam_p1_g1_d0p5_loss0p3,2,baseline_graph_slam,1.000000,1.000000,0.500000,0.300000,0.841227,0.566598,1.378328,0.349512,0.037736
springer_revision_full_20260530,run_logs/20260530T210622642Z_baseline-graph-slam_p1_g1_d0p5_loss0p3_run03.csv,2026-05-30T21:06:22.642Z,2026-05-30T21:06:22.643Z,baseline-graph-slam_p1_g1_d0p5_loss0p3,3,baseline_graph_slam,1.000000,1.000000,0.500000,0.300000,0.857788,0.566097,1.358807,0.328530,0.046560
springer_revision_full_20260530,run_logs/20260530T210622643Z_baseline-graph-slam_p1_g1_d0p5_loss0p3_run04.csv,2026-05-30T21:06:22.643Z,2026-05-30T21:06:22.643Z,baseline-graph-slam_p1_g1_d0p5_loss0p3,4,baseline_graph_slam,1.000000,1.000000,0.500000,0.300000,0.831609,0.567433,1.361015,0.331454,0.047429
springer_revision_full_20260530,run_logs/20260530T210622643Z_baseline-graph-slam_p1_g1_d0p5_loss0p3_run05.csv,2026-05-30T21:06:22.643Z,2026-05-30T21:06:22.643Z,baseline-graph-slam_p1_g1_d0p5_loss0p3,5,baseline_graph_slam,1.000000,1.000000,0.500000,0.300000,0.812928,0.567011,1.355396,0.332058,0.049800
springer_revision_full_20260530,run_logs/20260530T210622644Z_baseline-graph-slam_p1_g1_d2_loss0p1_run01.csv,2026-05-30T21:06:22.644Z,2026-05-30T21:06:22.644Z,baseline-graph-slam_p1_g1_d2_loss0p1,1,baseline_graph_slam,1.000000,1.000000,2.000000,0.100000,0.817377,0.562717,1.720549,0.076529,0.011818
springer_revision_full_20260530,run_logs/20260530T210622644Z_baseline-graph-slam_p1_g1_d2_loss0p1_run02.csv,2026-05-30T21:06:22.644Z,2026-05-30T21:06:22.644Z,baseline-graph-slam_p1_g1_d2_loss0p1,2,baseline_graph_slam,1.000000,1.000000,2.000000,0.100000,0.842811,0.558258,1.684805,0.073720,0.011468
springer_revision_full_20260530,run_logs/20260530T210622644Z_baseline-graph-slam_p1_g1_d2_loss0p1_run03.csv,2026-05-30T21:06:22.644Z,2026-05-30T21:06:22.645Z,baseline-graph-slam_p1_g1_d2_loss0p1,3,baseline_graph_slam,1.000000,1.000000,2.000000,0.100000,0.848889,0.574169,1.745956,0.074886,0.013990
springer_revision_full_20260530,run_logs/20260530T210622645Z_baseline-graph-slam_p1_g1_d2_loss0p1_run04.csv,2026-05-30T21:06:22.645Z,2026-05-30T21:06:22.645Z,baseline-graph-slam_p1_g1_d2_loss0p1,4,baseline_graph_slam,1.000000,1.000000,2.000000,0.100000,0.812548,0.571152,1.702451,0.076031,0.011756
springer_revision_full_20260530,run_logs/20260530T210622645Z_baseline-graph-slam_p1_g1_d2_loss0p1_run05.csv,2026-05-30T21:06:22.645Z,2026-05-30T21:06:22.646Z,baseline-graph-slam_p1_g1_d2_loss0p1,5,baseline_graph_slam,1.000000,1.000000,2.000000,0.100000,0.830618,0.572116,1.746798,0.072608,0.012007
springer_revision_full_20260530,run_logs/20260530T210622646Z_baseline-graph-slam_p1_g1_d2_loss0p3_run01.csv,2026-05-30T21:06:22.646Z,2026-05-30T21:06:22.646Z,baseline-graph-slam_p1_g1_d2_loss0p3,1,baseline_graph_slam,1.000000,1.000000,2.000000,0.300000,0.985396,0.681196,1.942058,0.061971,0.011576
springer_revision_full_20260530,run_logs/20260530T210622646Z_baseline-graph-slam_p1_g1_d2_loss0p3_run02.csv,2026-05-30T21:06:22.646Z,2026-05-30T21:06:22.647Z,baseline-graph-slam_p1_g1_d2_loss0p3,2,baseline_graph_slam,1.000000,1.000000,2.000000,0.300000,1.027619,0.700287,1.889046,0.062161,0.012007
